ExternalReferenceNumber,PaymentDistributionReference,SendingAccount,ReceivingAccount,CreateDateTime,EffectiveDate,ReceiveDateTime,Amount
TRN02021115,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000013,7040610000014,15/09/2023,16/09/2023,17/09/2023,1758
TRN02021116,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000014,7040610000015,16/09/2023,17/09/2023,18/09/2023,1247
TRN02021117,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000015,7040610000016,17/09/2023,18/09/2023,19/09/2023,2848
TRN02021118,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000016,7040610000017,18/09/2023,19/09/2023,20/09/2023,2810
TRN02021119,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000017,7040610000018,19/09/2023,20/09/2023,21/09/2023,1657
TRN02021120,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000018,7040610000019,20/09/2023,21/09/2023,22/09/2023,696
TRN02021121,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000019,7040610000020,21/09/2023,22/09/2023,23/09/2023,2583
TRN02021122,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000020,7040610000021,22/09/2023,23/09/2023,24/09/2023,28
TRN02021123,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000021,7040610000022,23/09/2023,24/09/2023,25/09/2023,522
TRN02021124,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000022,7040610000023,24/09/2023,25/09/2023,26/09/2023,2366
TRN02021125,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000023,7040610000024,25/09/2023,26/09/2023,27/09/2023,2104
TRN02021126,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000024,7040610000025,26/09/2023,27/09/2023,28/09/2023,2807
TRN02021127,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000025,7040610000026,27/09/2023,28/09/2023,29/09/2023,2596
TRN02021128,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000026,7040610000027,28/09/2023,29/09/2023,30/09/2023,1531
TRN02021129,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000027,7040610000028,29/09/2023,30/09/2023,01/10/2023,1049
TRN02021130,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000028,7040610000029,30/09/2023,01/10/2023,02/10/2023,2163
TRN02021131,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000029,7040610000030,01/10/2023,02/10/2023,03/10/2023,858
TRN02021132,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000030,7040610000031,02/10/2023,03/10/2023,04/10/2023,606
TRN02021133,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000031,7040610000032,03/10/2023,04/10/2023,05/10/2023,392
TRN02021134,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000032,7040610000033,04/10/2023,05/10/2023,06/10/2023,1275
TRN02021135,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000033,7040610000034,05/10/2023,06/10/2023,07/10/2023,1992
TRN02021136,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000034,7040610000035,06/10/2023,07/10/2023,08/10/2023,3226
TRN02021137,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000035,7040610000036,07/10/2023,08/10/2023,09/10/2023,1288
TRN02021138,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000036,7040610000037,08/10/2023,09/10/2023,10/10/2023,2076
TRN02021139,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000037,7040610000038,09/10/2023,10/10/2023,11/10/2023,1465
TRN02021140,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000038,7040610000039,10/10/2023,11/10/2023,12/10/2023,2391
TRN02021141,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000039,7040610000040,11/10/2023,12/10/2023,13/10/2023,2358
TRN02021142,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000040,7040610000041,12/10/2023,13/10/2023,14/10/2023,1168
TRN02021143,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000041,7040610000042,13/10/2023,14/10/2023,15/10/2023,1807
TRN02021144,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000042,7040610000043,14/10/2023,15/10/2023,16/10/2023,34
TRN02021145,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000043,7040610000044,15/10/2023,16/10/2023,17/10/2023,1086
TRN02021146,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000044,7040610000045,16/10/2023,17/10/2023,18/10/2023,2077
TRN02021147,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000045,7040610000046,17/10/2023,18/10/2023,19/10/2023,3080
TRN02021148,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000046,7040610000047,18/10/2023,19/10/2023,20/10/2023,712
TRN02021149,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000047,7040610000048,19/10/2023,20/10/2023,21/10/2023,600
TRN02021150,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000048,7040610000049,20/10/2023,21/10/2023,22/10/2023,349
TRN02021151,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000049,7040610000050,21/10/2023,22/10/2023,23/10/2023,1494
TRN02021152,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000050,7040610000051,22/10/2023,23/10/2023,24/10/2023,223
TRN02021153,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000051,7040610000052,23/10/2023,24/10/2023,25/10/2023,2074
TRN02021154,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000052,7040610000053,24/10/2023,25/10/2023,26/10/2023,2537
TRN02021155,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000053,7040610000054,17/10/2023,18/10/2023,19/10/2023,2059
TRN02021156,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000054,7040610000055,18/10/2023,19/10/2023,20/10/2023,409
TRN02021157,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000055,7040610000056,19/10/2023,20/10/2023,21/10/2023,1044
TRN02021158,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000056,7040610000057,20/10/2023,21/10/2023,22/10/2023,2279
TRN02021159,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000057,7040610000058,21/10/2023,22/10/2023,23/10/2023,1416
TRN02021160,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000058,7040610000059,22/10/2023,23/10/2023,24/10/2023,494
TRN02021161,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000059,7040610000060,23/10/2023,24/10/2023,25/10/2023,2251
TRN02021162,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000060,7040610000061,24/10/2023,25/10/2023,26/10/2023,2563
TRN02021163,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000061,7040610000062,25/10/2023,26/10/2023,27/10/2023,636
TRN02021164,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000062,7040610000063,26/10/2023,27/10/2023,28/10/2023,2556
TRN02021165,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000063,7040610000064,27/10/2023,28/10/2023,29/10/2023,1273
TRN02021166,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000064,7040610000065,28/10/2023,29/10/2023,30/10/2023,1679
TRN02021167,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000065,7040610000066,29/10/2023,30/10/2023,31/10/2023,3215
TRN02021168,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000066,7040610000067,30/10/2023,31/10/2023,01/11/2023,1977
TRN02021169,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000067,7040610000068,31/10/2023,01/11/2023,02/11/2023,583
TRN02021170,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000068,7040610000069,01/11/2023,02/11/2023,03/11/2023,2049
TRN02021171,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000069,7040610000070,02/11/2023,03/11/2023,04/11/2023,3231
TRN02021172,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000070,7040610000071,03/11/2023,04/11/2023,05/11/2023,2346
TRN02021173,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000071,7040610000072,04/11/2023,05/11/2023,06/11/2023,1702
TRN02021174,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000072,7040610000073,05/11/2023,06/11/2023,07/11/2023,1054
TRN02021175,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000073,7040610000074,06/11/2023,07/11/2023,08/11/2023,1807
TRN02021176,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000074,7040610000075,07/11/2023,08/11/2023,09/11/2023,1871
TRN02021177,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000075,7040610000076,08/11/2023,09/11/2023,10/11/2023,472
TRN02021178,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000076,7040610000077,09/11/2023,10/11/2023,11/11/2023,2838
TRN02021179,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000077,7040610000078,17/10/2023,18/10/2023,19/10/2023,1632
TRN02021180,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000078,7040610000079,18/10/2023,19/10/2023,20/10/2023,860
TRN02021181,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000079,7040610000080,19/10/2023,20/10/2023,21/10/2023,524
TRN02021182,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000080,7040610000081,20/10/2023,21/10/2023,22/10/2023,768
TRN02021183,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000081,7040610000082,21/10/2023,22/10/2023,23/10/2023,2406
TRN02021184,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000082,7040610000083,22/10/2023,23/10/2023,24/10/2023,1169
TRN02021185,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000083,7040610000084,23/10/2023,24/10/2023,25/10/2023,216
TRN02021186,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000084,7040610000085,24/10/2023,25/10/2023,26/10/2023,2631
TRN02021187,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000085,7040610000086,25/10/2023,26/10/2023,27/10/2023,801
TRN02021188,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000086,7040610000087,26/10/2023,27/10/2023,28/10/2023,1780
TRN02021189,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000087,7040610000088,27/10/2023,28/10/2023,29/10/2023,1223
TRN02021190,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000088,7040610000089,28/10/2023,29/10/2023,30/10/2023,1817
TRN02021191,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000089,7040610000090,29/10/2023,30/10/2023,31/10/2023,1024
TRN02021192,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000090,7040610000091,30/10/2023,31/10/2023,01/11/2023,2816
TRN02021193,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000091,7040610000092,31/10/2023,01/11/2023,02/11/2023,491
TRN02021194,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000092,7040610000093,01/11/2023,02/11/2023,03/11/2023,226
TRN02021195,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000093,7040610000094,02/11/2023,03/11/2023,04/11/2023,607
TRN02021196,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000094,7040610000095,03/11/2023,04/11/2023,05/11/2023,1263
TRN02021197,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000095,7040610000096,04/11/2023,05/11/2023,06/11/2023,843
TRN02021198,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000096,7040610000097,05/11/2023,06/11/2023,07/11/2023,3165
TRN02021199,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000097,7040610000098,06/11/2023,07/11/2023,08/11/2023,49
TRN02021200,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000098,7040610000099,07/11/2023,08/11/2023,09/11/2023,3224
TRN02021201,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000099,7040610000100,08/11/2023,09/11/2023,10/11/2023,666
TRN02021202,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000100,7040610000101,09/11/2023,10/11/2023,11/11/2023,767
TRN02021203,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000101,7040610000102,10/11/2023,11/11/2023,12/11/2023,330
TRN02021204,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000102,7040610000103,11/11/2023,12/11/2023,13/11/2023,3096
TRN02021205,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000103,7040610000104,12/11/2023,13/11/2023,14/11/2023,2402
TRN02021206,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000104,7040610000105,13/11/2023,14/11/2023,15/11/2023,2968
TRN02021207,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000105,7040610000106,14/11/2023,15/11/2023,16/11/2023,792
TRN02021208,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000106,7040610000107,15/11/2023,16/11/2023,17/11/2023,3197
TRN02021209,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000107,7040610000108,16/11/2023,17/11/2023,18/11/2023,2422
TRN02021210,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000108,7040610000109,17/11/2023,18/11/2023,19/11/2023,3117
TRN02021211,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000109,7040610000110,18/11/2023,19/11/2023,20/11/2023,1455
TRN02021212,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000110,7040610000111,19/11/2023,20/11/2023,21/11/2023,1249
TRN02021213,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000111,7040610000112,20/11/2023,21/11/2023,22/11/2023,1209
TRN02021214,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000112,7040610000113,21/11/2023,22/11/2023,23/11/2023,1821
TRN02021215,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000113,7040610000114,22/11/2023,23/11/2023,24/11/2023,1757
TRN02021216,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000114,7040610000115,23/11/2023,24/11/2023,25/11/2023,659
TRN02021217,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000115,7040610000116,24/11/2023,25/11/2023,26/11/2023,2719
TRN02021218,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000116,7040610000117,25/11/2023,26/11/2023,27/11/2023,1219
TRN02021219,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000117,7040610000118,26/11/2023,27/11/2023,28/11/2023,1437
TRN02021220,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000118,7040610000119,27/11/2023,28/11/2023,29/11/2023,1695
TRN02021221,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000119,7040610000120,28/11/2023,29/11/2023,30/11/2023,126
TRN02021222,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000120,7040610000121,29/11/2023,30/11/2023,01/12/2023,2992
TRN02021223,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000121,7040610000122,17/10/2023,18/10/2023,19/10/2023,2718
TRN02021224,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000122,7040610000123,18/10/2023,19/10/2023,20/10/2023,2189
TRN02021225,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000123,7040610000124,19/10/2023,20/10/2023,21/10/2023,1129
TRN02021226,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000124,7040610000125,20/10/2023,21/10/2023,22/10/2023,2215
TRN02021227,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000125,7040610000126,21/10/2023,22/10/2023,23/10/2023,526
TRN02021228,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000126,7040610000127,22/10/2023,23/10/2023,24/10/2023,232
TRN02021229,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000127,7040610000128,23/10/2023,24/10/2023,25/10/2023,1186
TRN02021230,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000128,7040610000129,24/10/2023,25/10/2023,26/10/2023,154
TRN02021231,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000129,7040610000130,25/10/2023,26/10/2023,27/10/2023,2582
TRN02021232,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000130,7040610000131,26/10/2023,27/10/2023,28/10/2023,715
TRN02021233,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000131,7040610000132,27/10/2023,28/10/2023,29/10/2023,423
TRN02021234,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000132,7040610000133,28/10/2023,29/10/2023,30/10/2023,2588
TRN02021235,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000133,7040610000134,29/10/2023,30/10/2023,31/10/2023,2458
TRN02021236,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000134,7040610000135,30/10/2023,31/10/2023,01/11/2023,694
TRN02021237,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000135,7040610000136,31/10/2023,01/11/2023,02/11/2023,228
TRN02021238,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000136,7040610000137,01/11/2023,02/11/2023,03/11/2023,2428
TRN02021239,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000137,7040610000138,02/11/2023,03/11/2023,04/11/2023,3142
TRN02021240,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000138,7040610000139,03/11/2023,04/11/2023,05/11/2023,851
TRN02021241,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000139,7040610000140,04/11/2023,05/11/2023,06/11/2023,1948
TRN02021242,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000140,7040610000141,05/11/2023,06/11/2023,07/11/2023,943
TRN02021243,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000141,7040610000142,06/11/2023,07/11/2023,08/11/2023,1675
TRN02021244,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000142,7040610000143,07/11/2023,08/11/2023,09/11/2023,462
TRN02021245,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000143,7040610000144,08/11/2023,09/11/2023,10/11/2023,1717
TRN02021246,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000144,7040610000145,09/11/2023,10/11/2023,11/11/2023,1136
TRN02021247,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000145,7040610000146,10/11/2023,11/11/2023,12/11/2023,3194
TRN02021248,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000146,7040610000147,11/11/2023,12/11/2023,13/11/2023,346
TRN02021249,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000147,7040610000148,12/11/2023,13/11/2023,14/11/2023,1345
TRN02021250,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000148,7040610000149,13/11/2023,14/11/2023,15/11/2023,1146
TRN02021251,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000149,7040610000150,14/11/2023,15/11/2023,16/11/2023,1025
TRN02021252,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000150,7040610000151,15/11/2023,16/11/2023,17/11/2023,3110
TRN02021253,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000151,7040610000152,16/11/2023,17/11/2023,18/11/2023,1851
TRN02021254,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000152,7040610000153,17/11/2023,18/11/2023,19/11/2023,2969
TRN02021255,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000153,7040610000154,18/11/2023,19/11/2023,20/11/2023,2894
TRN02021256,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000154,7040610000155,19/11/2023,20/11/2023,21/11/2023,2152
TRN02021257,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000155,7040610000156,20/11/2023,21/11/2023,22/11/2023,246
TRN02021258,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000156,7040610000157,21/11/2023,22/11/2023,23/11/2023,2533
TRN02021259,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000157,7040610000158,22/11/2023,23/11/2023,24/11/2023,890
TRN02021260,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000158,7040610000159,23/11/2023,24/11/2023,25/11/2023,953
TRN02021261,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000159,7040610000160,24/11/2023,25/11/2023,26/11/2023,1892
TRN02021262,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000160,7040610000161,25/11/2023,26/11/2023,27/11/2023,1415
TRN02021263,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000161,7040610000162,26/11/2023,27/11/2023,28/11/2023,2632
TRN02021264,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000162,7040610000163,27/11/2023,28/11/2023,29/11/2023,2990
TRN02021265,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000163,7040610000164,28/11/2023,29/11/2023,30/11/2023,3051
TRN02021266,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000164,7040610000165,29/11/2023,30/11/2023,01/12/2023,1097
TRN02021267,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000165,7040610000166,30/11/2023,01/12/2023,02/12/2023,178
TRN02021268,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000166,7040610000167,01/12/2023,02/12/2023,03/12/2023,2723
TRN02021269,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000167,7040610000168,02/12/2023,03/12/2023,04/12/2023,3233
TRN02021270,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000168,7040610000169,03/12/2023,04/12/2023,05/12/2023,119
TRN02021271,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000169,7040610000170,04/12/2023,05/12/2023,06/12/2023,1298
TRN02021272,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000170,7040610000171,05/12/2023,06/12/2023,07/12/2023,2361
TRN02021273,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000171,7040610000172,17/10/2023,18/10/2023,19/10/2023,1085
TRN02021274,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000172,7040610000173,18/10/2023,19/10/2023,20/10/2023,478
TRN02021275,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000173,7040610000174,19/10/2023,20/10/2023,21/10/2023,1489
TRN02021276,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000174,7040610000175,20/10/2023,21/10/2023,22/10/2023,2997
TRN02021277,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000175,7040610000176,21/10/2023,22/10/2023,23/10/2023,2483
TRN02021278,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000176,7040610000177,22/10/2023,23/10/2023,24/10/2023,864
TRN02021279,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000177,7040610000178,23/10/2023,24/10/2023,25/10/2023,1925
TRN02021280,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000178,7040610000179,24/10/2023,25/10/2023,26/10/2023,375
TRN02021281,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000179,7040610000180,25/10/2023,26/10/2023,27/10/2023,702
TRN02021282,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000180,7040610000181,26/10/2023,27/10/2023,28/10/2023,2370
TRN02021283,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000181,7040610000182,27/10/2023,28/10/2023,29/10/2023,722
TRN02021284,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000182,7040610000183,28/10/2023,29/10/2023,30/10/2023,2478
TRN02021285,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000183,7040610000184,29/10/2023,30/10/2023,31/10/2023,2613
TRN02021286,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000184,7040610000185,30/10/2023,31/10/2023,01/11/2023,2803
TRN02021287,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000185,7040610000186,31/10/2023,01/11/2023,02/11/2023,1580
TRN02021288,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000186,7040610000187,01/11/2023,02/11/2023,03/11/2023,1851
TRN02021289,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000187,7040610000188,02/11/2023,03/11/2023,04/11/2023,788
TRN02021290,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000188,7040610000189,03/11/2023,04/11/2023,05/11/2023,2494
TRN02021291,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000189,7040610000190,04/11/2023,05/11/2023,06/11/2023,2268
TRN02021292,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000190,7040610000191,05/11/2023,06/11/2023,07/11/2023,2266
TRN02021293,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000191,7040610000192,06/11/2023,07/11/2023,08/11/2023,3020
TRN02021294,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000192,7040610000193,07/11/2023,08/11/2023,09/11/2023,560
TRN02021295,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000193,7040610000194,08/11/2023,09/11/2023,10/11/2023,2974
TRN02021296,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000194,7040610000195,09/11/2023,10/11/2023,11/11/2023,339
TRN02021297,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000195,7040610000196,10/11/2023,11/11/2023,12/11/2023,931
TRN02021298,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000196,7040610000197,11/11/2023,12/11/2023,13/11/2023,1488
TRN02021299,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000197,7040610000198,12/11/2023,13/11/2023,14/11/2023,1725
TRN02021300,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000198,7040610000199,13/11/2023,14/11/2023,15/11/2023,1304
TRN02021301,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000199,7040610000200,14/11/2023,15/11/2023,16/11/2023,30
TRN02021302,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000200,7040610000201,15/11/2023,16/11/2023,17/11/2023,200
TRN02021303,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000201,7040610000202,16/11/2023,17/11/2023,18/11/2023,2346
TRN02021304,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000202,7040610000203,17/11/2023,18/11/2023,19/11/2023,1155
TRN02021305,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000203,7040610000204,18/11/2023,19/11/2023,20/11/2023,1575
TRN02021306,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000204,7040610000205,19/11/2023,20/11/2023,21/11/2023,1369
TRN02021307,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000205,7040610000206,20/11/2023,21/11/2023,22/11/2023,2540
TRN02021308,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000206,7040610000207,21/11/2023,22/11/2023,23/11/2023,2099
TRN02021309,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000207,7040610000208,22/11/2023,23/11/2023,24/11/2023,1697
TRN02021310,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000208,7040610000209,23/11/2023,24/11/2023,25/11/2023,2370
TRN02021311,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000209,7040610000210,24/11/2023,25/11/2023,26/11/2023,739
TRN02021312,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000210,7040610000211,25/11/2023,26/11/2023,27/11/2023,1342
TRN02021313,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000211,7040610000212,26/11/2023,27/11/2023,28/11/2023,2095
TRN02021314,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000212,7040610000213,27/11/2023,28/11/2023,29/11/2023,906
TRN02021315,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000213,7040610000214,28/11/2023,29/11/2023,30/11/2023,1925
TRN02021316,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000214,7040610000215,29/11/2023,30/11/2023,01/12/2023,517
TRN02021317,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000215,7040610000216,30/11/2023,01/12/2023,02/12/2023,592
TRN02021318,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000216,7040610000217,01/12/2023,02/12/2023,03/12/2023,705
TRN02021319,27693e22-5afe-e611-bf4b-005056ba26fc,7040610000217,7040610000218,02/12/2023,03/12/2023,04/12/2023,1562
